Date,Open,High,Low,Close,Adj Close,Volume
2003-01-01,6.450000,7.550000,5.800000,6.500000,3.856075,549
2003-02-01,6.170000,6.170000,5.300000,5.500000,3.262833,353
2003-03-01,5.500000,6.150000,5.400000,5.500000,3.262833,291
2003-04-01,5.600000,7.020000,5.600000,7.020000,4.164560,325
2003-05-01,7.020000,8.000000,7.000000,7.300000,4.330668,333
2003-06-01,7.160000,7.360000,6.150000,6.280000,3.725562,393
2003-07-01,6.390000,6.850000,6.110000,6.310000,3.743359,261
2003-08-01,6.100000,7.040000,5.720000,6.800000,4.034048,1515
2003-09-01,7.100000,9.400000,6.900000,8.000000,4.745938,341
2003-10-01,8.100000,8.900000,8.050000,8.400000,4.983235,411
2003-11-01,8.600000,11.500000,8.410000,11.500000,6.822286,398
2003-12-01,11.000000,13.000000,11.000000,11.100000,6.584990,259
2004-01-01,11.100000,13.900000,10.500000,10.500000,6.229043,259
2004-02-01,10.100000,10.200000,8.900000,9.500000,5.635802,353
2004-03-01,9.600000,9.910000,9.260000,9.280000,5.505288,371
2004-04-01,9.350000,9.900000,8.500000,8.610000,5.107816,276
2004-05-01,8.500000,8.550000,6.800000,7.450000,4.419655,445
2004-06-01,7.400000,8.700000,7.400000,8.340000,4.947641,430
2004-07-01,8.350000,9.550000,8.350000,9.250000,5.487490,297
2004-08-01,9.500000,9.500000,8.510000,9.000000,5.339180,350
2004-09-01,9.000000,11.400000,8.800000,11.000000,6.525665,228
2004-10-01,10.800000,11.510000,10.010000,10.210000,6.057004,186
2004-11-01,10.720000,11.600000,10.150000,11.600000,6.881611,220
2004-12-01,11.750000,12.800000,9.840000,10.200000,6.051073,244
2005-01-01,10.020000,10.300000,9.150000,9.550000,5.665463,556
2005-02-01,9.500000,10.300000,9.450000,10.000000,5.932423,177
2005-03-01,10.000000,11.000000,9.350000,9.600000,5.695127,288
2005-04-01,9.960000,9.960000,8.800000,8.800000,5.220532,244
2005-05-01,8.800000,9.800000,8.400000,9.800000,5.813774,527
2005-06-01,9.800000,10.400000,8.600000,8.610000,5.107816,393
2005-07-01,8.800000,9.000000,8.300000,8.700000,5.161208,524
2005-08-01,9.000000,9.450000,8.630000,8.900000,5.279856,894
2005-09-01,8.850000,11.480000,8.850000,11.300000,6.703638,754
2005-10-01,11.970000,11.970000,10.310000,11.000000,6.525665,276
2005-11-01,11.000000,11.500000,11.000000,11.010000,6.531598,708
2005-12-01,11.350000,11.390000,9.900000,10.450000,6.199381,286
2006-01-01,10.500000,18.549999,10.500000,16.600000,9.847822,2505
2006-02-01,15.650000,24.799999,14.950000,24.799999,14.712407,1970
2006-03-01,24.750000,25.400000,21.850000,22.650000,13.436935,1435
2006-04-01,22.350000,23.500000,20.700001,23.500000,13.941192,407
2006-05-01,22.549999,24.690001,20.400000,20.500000,12.161465,11388
2006-06-01,20.990000,20.990000,12.200000,18.500000,10.974980,3770
2006-07-01,18.350000,18.350000,13.000000,16.850000,9.996133,8107
2006-08-01,17.600000,19.000000,15.050000,15.900000,9.432552,9796
2006-09-01,16.000000,16.500000,14.600000,16.299999,9.669850,649
2006-10-01,16.100000,18.280001,16.100000,17.100000,10.144444,108
2006-11-01,17.500000,18.299999,16.170000,17.650000,10.470726,186
2006-12-01,18.000000,19.500000,17.799999,19.500000,11.568225,102
2007-01-01,19.500000,19.990000,18.150000,19.190001,11.384319,93
2007-02-01,19.100000,20.200001,18.299999,18.400000,10.915658,255
2007-03-01,18.200001,22.000000,18.110001,21.500000,12.754711,697
2007-04-01,21.299999,24.400000,21.000000,24.200001,14.356462,734
2007-05-01,24.200001,29.490000,24.200001,28.500000,16.907406,467
2007-06-01,29.250000,32.509998,29.250000,31.400000,18.627808,467
2007-07-01,31.500000,31.500000,28.600000,28.950001,17.174364,210
2007-08-01,28.500000,29.780001,22.500000,26.469999,15.703124,339
2007-09-01,28.500000,28.500000,25.000000,27.700001,16.432814,149200
