Date,Open,High,Low,Close,Adj Close,Volume
2006-05-01,10.000000,12.000000,8.000100,11.499900,8.711267,413399200
2006-06-01,10.000000,11.500000,9.000000,9.000000,6.817573,0
2006-07-01,9.000000,11.000000,9.000000,9.000100,6.817648,2000000
2006-08-01,9.000000,11.000000,7.000000,9.500000,7.196327,0
2006-09-01,9.500000,10.990000,7.000000,8.000000,6.060064,0
2006-10-01,7.500000,10.970000,7.500000,9.000000,6.817573,1076020000
2006-11-01,9.001000,10.970000,8.800000,9.600000,7.272078,15020000
2006-12-01,10.499900,10.500000,9.500000,9.999900,7.575005,27000000
2007-01-01,9.500000,10.800000,9.500000,9.700000,7.347829,21080000
2007-02-01,10.000000,10.590000,9.500000,9.500000,7.196327,309000000
2007-03-01,9.900000,12.900000,9.900000,12.500000,9.468852,324070000
2007-04-01,11.500000,13.500000,11.500000,12.500000,9.468852,83070000
2007-05-01,11.000100,13.900000,10.100000,10.150000,7.688706,196070000
2007-06-01,12.050000,12.500000,11.000000,11.999900,9.090021,92410000
2007-07-01,12.000000,12.500000,11.800000,11.800000,8.938596,113120000
2007-08-01,12.400000,13.000000,11.400000,13.000000,9.847606,90040000
2007-09-01,12.500000,14.182000,11.500000,12.390000,9.385527,66590000
2007-10-01,12.150000,12.500000,10.500000,11.980000,9.074948,120240000
2007-11-01,11.900000,12.000000,9.000000,9.000000,6.817573,2943900
2007-12-01,9.990000,10.900000,8.950000,10.000000,7.575081,10408000
2008-01-01,9.800000,11.480000,9.210000,10.000000,7.575081,2503000
2008-02-01,10.000000,11.410000,9.400000,11.300000,8.559841,611600
2008-03-01,11.700000,12.000000,9.110000,11.060000,8.378039,7342900
2008-04-01,11.000000,11.500000,10.050000,10.800000,8.181087,1454900
2008-05-01,11.490000,13.200000,11.200000,11.200000,8.484091,3046000
2008-06-01,12.100000,13.010000,11.010000,13.010000,9.855181,1373000
2008-07-01,13.010000,13.010000,11.000000,11.900000,9.014347,1454400
2008-08-01,10.050000,11.500000,9.000000,10.000000,7.575081,403000
2008-09-01,9.000000,23.990000,7.000000,10.000000,7.575081,4914500
2008-10-01,9.980000,10.470000,5.000000,8.000000,6.060064,490900
2008-11-01,7.410000,9.000000,6.000000,7.750000,5.893493,822100
2008-12-01,7.750000,8.000000,5.900000,6.890000,5.239506,1424200
2009-01-01,6.890000,6.990000,5.800000,6.400000,4.866885,1845600
2009-02-01,6.400000,6.400000,5.800000,6.300000,4.790840,2202700
2009-03-01,6.000000,6.500000,5.000000,5.820000,4.425824,8332300
2009-04-01,6.000000,6.790000,5.750000,6.500000,4.942931,1602700
2009-05-01,6.500000,8.380000,6.430000,7.990000,6.076002,503700
2009-06-01,7.990000,8.250000,7.600000,7.950000,6.045584,4081300
2009-07-01,8.000000,8.350000,7.950000,8.300000,6.311742,3157100
2009-08-01,8.400000,8.950000,8.050000,8.950000,6.806035,1532800
2009-09-01,8.950000,8.950000,8.500000,8.750000,6.653944,252500
2009-10-01,8.940000,11.350000,8.460000,10.700000,8.136825,6253900
2009-11-01,10.700000,10.960000,10.000000,10.390000,7.901085,231000
2009-12-01,10.180000,10.500000,9.990000,10.500000,7.984733,228400
2010-01-01,10.500000,10.600000,9.900000,10.440000,7.939106,313000
2010-02-01,10.440000,10.440000,9.020000,9.250000,7.034170,439900
2010-03-01,9.030000,9.600000,8.720000,8.800000,6.691968,1320000
2010-04-01,9.000000,9.300000,8.100000,9.190000,6.988543,2441300
2010-05-01,8.510000,9.170000,7.750000,8.990000,6.836452,3265800
2010-06-01,8.500000,9.150000,7.010000,8.640000,6.570296,1326400
2010-07-01,8.840000,9.510000,8.000000,9.240000,7.026566,721500
2010-08-01,9.240000,9.900000,8.810000,9.800000,7.452418,481800
2010-09-01,9.800000,9.850000,9.010000,9.850000,7.490440,161100
2010-10-01,9.110000,10.750000,9.110000,10.010000,7.612113,303900
2010-11-01,10.010000,10.960000,10.010000,10.750000,8.174847,421800
2010-12-01,10.500000,11.000000,10.000000,11.000000,8.364959,331200
2011-01-01,10.410000,11.490000,10.150000,10.190000,7.748994,221200
2011-02-01,10.010000,11.150000,9.850000,11.110000,8.448608,120900
2011-03-01,11.110000,11.500000,10.500000,10.550000,8.022757,193700
2011-04-01,10.700000,10.900000,10.000000,10.250000,7.794621,111900
2011-05-01,10.020000,10.790000,10.000000,10.690000,8.129220,135100
2011-06-01,10.680000,10.680000,10.000000,10.200000,7.756598,322100
2011-07-01,10.040000,10.330000,9.870000,10.100000,7.680554,82300
2011-08-01,10.450000,10.450000,9.410000,10.000000,7.604508,258400
2011-09-01,10.000000,10.040000,9.000000,9.450000,7.186260,192100
2011-10-01,9.350000,9.650000,8.750000,9.290000,7.064588,259400
2011-11-01,9.300000,9.400000,8.500000,8.800000,6.691968,98700
2011-12-01,9.090000,9.740000,8.250000,9.660000,7.345955,4752100
2012-01-01,9.740000,10.200000,9.300000,10.200000,7.756598,142900
2012-02-01,10.000000,10.450000,9.810000,10.050000,7.642531,107800
2012-03-01,10.100000,10.100000,7.730000,8.000000,6.083606,1886400
2012-04-01,8.100000,8.200000,7.510000,7.560000,5.749008,2256300
2012-05-01,7.560000,8.050000,6.660000,7.390000,5.619732,1934800
2012-06-01,7.260000,8.540000,6.980000,7.450000,5.665358,889600
2012-07-01,7.650000,8.850000,7.380000,8.740000,6.646340,1751800
2012-08-01,8.520000,9.000000,8.100000,8.500000,6.463833,1457500
2012-09-01,8.430000,10.000000,8.430000,9.610000,7.307933,2600500
2012-10-01,9.600000,10.100000,9.130000,9.250000,7.034170,861300
2012-11-01,9.290000,9.600000,8.710000,9.590000,7.292723,982600
2012-12-01,9.500000,10.100000,9.380000,10.000000,7.604508,593800
2013-01-01,10.000000,10.300000,9.490000,10.070000,7.657739,1120200
2013-02-01,10.060000,10.200000,9.750000,10.000000,7.604508,1820600
2013-03-01,9.980000,10.700000,9.500000,9.880000,7.513255,974700
2013-04-01,10.050000,10.190000,9.350000,10.030000,7.627322,2087200
2013-05-01,10.030000,11.400000,9.600000,10.780000,8.197659,1436100
2013-06-01,11.040000,11.990000,10.400000,11.070000,8.418191,1128000
2013-07-01,11.080000,11.350000,10.000000,10.320000,7.847853,382200
2013-08-01,10.380000,11.480000,8.960000,9.400000,7.148238,2901600
2013-09-01,9.460000,10.310000,9.350000,9.770000,7.429605,723900
2013-10-01,9.810000,10.240000,9.610000,10.100000,7.680554,902300
2013-11-01,10.180000,10.200000,9.530000,9.950000,7.642083,431000
2013-12-01,9.970000,9.970000,9.300000,9.450000,7.258060,385900
2014-01-01,9.450000,9.570000,7.900000,7.900000,6.134151,712800
2014-02-01,8.000000,8.300000,7.670000,8.000000,6.211798,2040300
2014-03-01,8.000000,8.940000,7.860000,8.780000,6.817449,236800
2014-04-01,8.600000,9.200000,8.400000,8.950000,6.949449,360400
2014-05-01,8.950000,10.440000,8.840000,10.390000,8.067573,665500
2014-06-01,10.420000,10.420000,9.320000,9.600000,7.454157,294100
2014-07-01,9.500000,10.000000,9.260000,9.710000,7.539570,467400
2014-08-01,9.670000,9.800000,9.400000,9.690000,7.524040,273600
2014-09-01,9.620000,9.750000,9.060000,9.060000,7.034862,417600
2014-10-01,9.250000,9.250000,6.910000,6.930000,5.380970,790000
2014-11-01,6.940000,8.010000,6.860000,7.450000,5.784737,813100
2014-12-01,7.260000,9.250000,7.190000,9.090000,7.058156,777441
2015-01-01,9.090000,9.090000,8.300000,8.490000,6.592270,425700
2015-02-01,8.400000,9.070000,8.200000,9.000000,6.988273,267200
2015-03-01,8.900000,9.000000,8.300000,8.870000,6.887331,443500
2015-04-01,8.890000,9.380000,8.650000,9.380000,7.283333,286800
2015-05-01,9.380000,10.100000,9.200000,10.000000,7.764748,159500
